1.8000000e+03      -7.5580277453e+01 
1.8043258e+03      -7.5638369380e+01 
1.8063269e+03      -7.5659629263e+01 
1.8066847e+03      -7.5675499409e+01 
1.8063995e+03      -7.5680204395e+01 
1.8050676e+03      -7.5683904174e+01 
1.8046048e+03      -7.5679736226e+01 
1.8044326e+03      -7.5684382979e+01 
1.8043584e+03      -7.5681654129e+01 
1.8041729e+03      -7.5689685869e+01 
1.8033867e+03      -7.5683775941e+01 
1.8015248e+03      -7.5679184646e+01 
1.8021141e+03      -7.5680798113e+01 
1.8013007e+03      -7.5683307180e+01 
1.8013763e+03      -7.5688742980e+01 
1.8010796e+03      -7.5680270705e+01 
1.8010548e+03      -7.5682430103e+01 
1.8007264e+03      -7.5684483449e+01 
1.8016212e+03      -7.5694734463e+01 
1.8002868e+03      -7.5689356507e+01 
1.7995038e+03      -7.5680159874e+01 
1.7996857e+03      -7.5682859001e+01 
1.7988070e+03      -7.5685159110e+01 
1.7998171e+03      -7.5685956986e+01 
1.7980938e+03      -7.5692025533e+01 
1.7986142e+03      -7.5682653234e+01 
1.7980278e+03      -7.5682766507e+01 
1.7985285e+03      -7.5681846940e+01 
1.7983754e+03      -7.5689532849e+01 
1.7978288e+03      -7.5683420096e+01 
1.7986398e+03      -7.5685072472e+01 
1.7987784e+03      -7.5689031411e+01 
1.7983966e+03      -7.5682275978e+01 
1.7980478e+03      -7.5679722038e+01 
1.7984184e+03      -7.5684025094e+01 
1.7979932e+03      -7.5684122097e+01 
1.7978305e+03      -7.5683019199e+01 
1.7979305e+03      -7.5684483344e+01 
1.7984028e+03      -7.5686617106e+01 
1.7979375e+03      -7.5685206029e+01 
1.7979608e+03      -7.5683995804e+01 
1.7980758e+03      -7.5682197312e+01 
1.7977103e+03      -7.5685621066e+01 
1.7980873e+03      -7.5686471164e+01 
1.7981390e+03      -7.5684061074e+01 
1.7980091e+03      -7.5688927098e+01 
1.7974349e+03      -7.5681511042e+01 
1.7976360e+03      -7.5676477698e+01 
1.7972447e+03      -7.5680590560e+01 
1.7971073e+03      -7.5681696772e+01 
1.7969334e+03      -7.5679096330e+01 
1.7974192e+03      -7.5680322436e+01 
1.7967412e+03      -7.5679354215e+01 
1.7980057e+03      -7.5688146018e+01 
1.7976024e+03      -7.5682829992e+01 
1.7968155e+03      -7.5670866570e+01 
1.7974000e+03      -7.5677323725e+01 
1.7973728e+03      -7.5686589631e+01 
1.7971575e+03      -7.5689820280e+01 
1.7971504e+03      -7.5682466241e+01 
1.7970219e+03      -7.5681164208e+01 
1.7971347e+03      -7.5677947703e+01 
1.7968936e+03      -7.5682146895e+01 
1.7970770e+03      -7.5685709205e+01 
1.7962621e+03      -7.5686941657e+01 
1.7976980e+03      -7.5686037309e+01 
1.7975884e+03      -7.5686944401e+01 
1.7970166e+03      -7.5676878367e+01 
1.7975676e+03      -7.5680688041e+01 
1.7973283e+03      -7.5680194760e+01 
1.7979835e+03      -7.5685104249e+01 
1.7970572e+03      -7.5679954271e+01 
1.7973156e+03      -7.5683673960e+01 
1.7975022e+03      -7.5685800556e+01 
1.7980394e+03      -7.5690873830e+01 
1.7981843e+03      -7.5682249615e+01 
1.7969752e+03      -7.5680194329e+01 
1.7969676e+03      -7.5683896125e+01 
1.7967565e+03      -7.5681331557e+01 
1.7970418e+03      -7.5686535334e+01 
1.7974308e+03      -7.5682540821e+01 
1.7968390e+03      -7.5685950560e+01 
1.7967136e+03      -7.5676346133e+01 
1.7969923e+03      -7.5685372643e+01 
1.7973453e+03      -7.5681613103e+01 
1.7973457e+03      -7.5685012194e+01 
1.7970913e+03      -7.5686515969e+01 
1.7972723e+03      -7.5685464810e+01 
1.7973880e+03      -7.5683671370e+01 
1.7968302e+03      -7.5682202737e+01 
1.7970875e+03      -7.5685766516e+01 
1.7974537e+03      -7.5682485940e+01 
1.7964873e+03      -7.5681193938e+01 
1.7972057e+03      -7.5680881556e+01 
1.7977877e+03      -7.5684085059e+01 
1.7977184e+03      -7.5684893443e+01 
1.7974307e+03      -7.5680512467e+01 
1.7963313e+03      -7.5679055528e+01 
1.7967355e+03      -7.5681758657e+01 
1.7967516e+03      -7.5684003016e+01 
1.7964387e+03      -7.5681798040e+01 
1.7975141e+03      -7.5685353497e+01 
1.7976328e+03      -7.5680931157e+01 
1.7964517e+03      -7.5678216133e+01 
1.7967375e+03      -7.5677761437e+01 
1.7974835e+03      -7.5683608927e+01 
1.7975645e+03      -7.5681656378e+01 
1.7970870e+03      -7.5687171232e+01 
1.7981062e+03      -7.5681083449e+01 
1.7972859e+03      -7.5676511831e+01 
1.7972694e+03      -7.5686426526e+01 
1.7976138e+03      -7.5681818926e+01 
1.7964683e+03      -7.5679834566e+01 
1.7970369e+03      -7.5683453421e+01 
1.7970542e+03      -7.5683080670e+01 
1.7979202e+03      -7.5683541838e+01 
1.7975504e+03      -7.5682209486e+01 
1.7972412e+03      -7.5684518464e+01 
1.7977088e+03      -7.5688708957e+01 
1.7968786e+03      -7.5681527568e+01 
1.7966799e+03      -7.5682136184e+01 
1.7971609e+03      -7.5680579779e+01 
1.7969000e+03      -7.5677485382e+01 
1.7965563e+03      -7.5678261968e+01 
1.7965625e+03      -7.5684362043e+01 
1.7968743e+03      -7.5680544800e+01 
1.7960702e+03      -7.5685269782e+01 
1.7980692e+03      -7.5688188168e+01 
1.7963181e+03      -7.5681301547e+01 
1.7972952e+03      -7.5680762906e+01 
1.7970834e+03      -7.5681905939e+01 
1.7971114e+03      -7.5681646349e+01 
1.7976429e+03      -7.5682579480e+01 
1.7977518e+03      -7.5677450691e+01 
1.7969894e+03      -7.5676610292e+01 
1.7964682e+03      -7.5681306300e+01 
1.7985490e+03      -7.5680384923e+01 
1.7962882e+03      -7.5681215601e+01 
1.7972466e+03      -7.5683488977e+01 
1.7960695e+03      -7.5682934218e+01 
1.7972974e+03      -7.5687535236e+01 
1.7972107e+03      -7.5688220816e+01 
1.7981902e+03      -7.5688270437e+01 
1.7976018e+03      -7.5692768107e+01 
1.7981504e+03      -7.5690336353e+01 
1.7968625e+03      -7.5682726242e+01 
1.7975570e+03      -7.5680652377e+01 
1.7976798e+03      -7.5679327263e+01 
1.7979012e+03      -7.5681575549e+01 
1.7974572e+03      -7.5676034214e+01 
1.7976531e+03      -7.5682913647e+01 
1.7980200e+03      -7.5687059360e+01 
1.7972710e+03      -7.5687422793e+01 
1.7980011e+03      -7.5682897868e+01 
1.7974016e+03      -7.5681087272e+01 
1.7977369e+03      -7.5682951631e+01 
1.7971983e+03      -7.5681376604e+01 
